Aydin;1 Jan 2015;
Ayla;14 Jun 2015;
Ayodele;30 Nov 2015;
Azad;1 Jan 2015;
Azrael;19 Jan 2015;
Azza;7 Jul 2015;
Babbe;5 Aug 2015;
Bajsaava;8 Jul 2015;
Balder;15 Aug 2015;
Baldur;21 Oct 2015;
Baltsar;6 Jan 2015;
Barbara;4 Dec 2015;
Barbro;4 Dec 2015;
Bartek;26 May 2015;
Bartolomeus;24 Aug 2015;
Bassim;5 Mar 2015;
Beata;2 Dec 2015;
Beatrice;2 Dec 2015;
Beda;27 May 2015;
Belinda;20 Jun 2015;
Bella;20 Aug 2015;
Belle;6 Jul 2015;
Benedicte;21 Aug 2015;
Bengt;21 Mar 2015;
Bengt-Arne;2 Oct 2015;
Benita;7 Aug 2015;
Benjamin;28 Dec 2015;
Benny;25 Jan 2015;
Beren;12 Mar 2015;
Berfin;10 Nov 2015;
Berit;13 Oct 2015;
Bernadett;18 Feb 2015;
Bernhard;20 Aug 2015;
Bernhardina;20 Aug 2015;
Bernie;11 Mar 2015;
Bernt;20 Aug 2015;
Bert;8 Feb 2015;
Berta;8 Feb 2015;
Berthold;11 Jun 2015;
Bertil;11 Jun 2015;
Besim;12 Jul 2015;
Bessie;19 Nov 2015;
Betty;19 Nov 2015;
Bianca;9 Jun 2015;
Bilal;12 Mar 2015;
Bill;6 Apr 2015;
Bille;20 Nov 2015;
Billie;20 Nov 2015;
Billy;20 Nov 2015;
Bim;25 Dec 2015;
Binta;19 Jan 2015;
Birger;9 Jun 2015;
Birgit;13 Oct 2015;
Birgitta;7 Oct 2015;
Birk;6 Aug 2015;
Birna;18 Jun 2015;
Bjarne;18 Jun 2015;
Björk;14 May 2015;
Björn;18 Jun 2015;
Blanca;22 Jun 2015;
Blenda;27 May 2015;
Bo;5 Jun 2015;
Bob;7 Jul 2015;
Bob-Filip;14 Sep 2015;
Bobbie;15 May 2015;
Bodil;26 Jan 2015;
Boel;26 Jan 2015;
Bogdan;23 Jan 2015;
Bolli;24 Dec 2015;
Bonde;21 May 2015;
Borghild;28 May 2015;
Boris;10 Jun 2015;
Botvid;28 Jul 2015;
Brandon;5 Oct 2015;
Britt;7 Oct 2015;
Britta;7 Oct 2015;
Brody;26 Apr 2015;
Bror;5 Oct 2015;
Bruno;17 Jul 2015;
Brynhilde;16 Aug 2015;
Brynolf;16 Aug 2015;
Buffy;16 Jul 2015;
Börje;9 Jun 2015;
Caily;10 Sep 2015;
Camilla;7 Mar 2015;
Carina;7 May 2015;
Carita;7 May 2015;
Carl;6 Jun 2015;
Carola;20 May 2015;
Caroline;20 May 2015;
Carsten;13 Nov 2015;
Caspian;17 Feb 2015;
Cassandra;4 Jun 2015;
Castania;21 Dec 2015;
Castor;5 Mar 2015;
Catlin;3 Mar 2015;
Catrin;25 Nov 2015;
Catrine;25 Nov 2015;
Cecilia;22 Nov 2015;
Celine;8 Mar 2015;
Cesar;5 May 2015;
Chanelle;28 Dec 2015;
Chanellie;15 Nov 2015;
Chaninat;17 Jun 2015;
Charles;28 Jan 2015;
Charlie;28 Jan 2015;
Charlize;22 Aug 2015;
Charlotta;12 May 2015;
Charlotte;12 May 2015;
Chatrine;25 Nov 2015;
Chelsea;1 May 2015;
Christel;15 Mar 2015;
Christian;13 Nov 2015;
Christin;24 Jan 2015;
Christina;24 Jul 2015;
Christine;24 Jul 2015;
Christofer;10 Jun 2015;
Christoffer;15 Mar 2015;
Christopher-Robin;19 Sep 2015;
Cilla;9 Jan 2015;
Cim;20 Mar 2015;
Cindy;22 Mar 2015;
Cinnika;29 Nov 2015;
Claire;13 May 2015;
Clary;12 Dec 2015;
Claudia;23 Jan 2015;
Clements;20 Nov 2015;
Clint;7 Jul 2015;
Clinton;9 Aug 2015;
Colin;29 Mar 2015;
Conny;21 May 2015;
Constance;21 Jan 2015;
Cornelia;1 Apr 2015;
Cornelis;9 May 2015;
Cornelius;12 Dec 2015;
Cristian;3 Mar 2015;
Dag;16 Sep 2015;
Daga;16 Sep 2015;
Dagmar;27 Sep 2015;
Dagny;11 Sep 2015;
Dalia;20 Jun 2015;
Damien;7 Jun 2015;
Damon;7 Jun 2015;
Dan;11 Dec 2015;
Dani;20 Jun 2015;
Daniat;6 Sep 2015;
Danica;12 Oct 2015;
Daniel;11 Dec 2015;
Daniela;11 Dec 2015;
Danielle;11 Dec 2015;
Danika;12 Oct 2015;
Danny;11 Dec 2015;
Dante;2 Jan 2015;
Darin;24 Jul 2015;
Darius;21 Aug 2015;
Darlene;26 Jan 2015;
Dasiny;18 Jun 2015;
David;25 Jun 2015;
Dax;7 Jul 2015;
Debora;14 Oct 2015;
Delia;25 Jul 2015;
Delsa;16 Feb 2015;
Denin;20 Jan 2015;
Denisa;27 Feb 2015;
Denise;7 Aug 2015;
Deniz;7 Aug 2015;
Dennis;7 Aug 2015;
Denny;17 Jan 2015;
Deria;11 Oct 2015;
Desideria;23 May 2015;
Desirée;23 May 2015;
Devin;22 Jan 2015;
Dexter;23 Jan 2015;
Diana;29 Jan 2015;
Dick;7 Feb 2015;
Dicsi;26 Oct 2015;
Dina;20 Apr 2015;
Dirk;2 Jan 2015;
Disa;3 Feb 2015;
Dominic;7 Jun 2015;
Donato;24 Nov 2015;
Donna;27 Jan 2015;
Dorentina;16 Jan 2015;
Doris;6 Feb 2015;
Dorotea;6 Feb 2015;
Dorsa;25 Mar 2015;
Douglas;13 Apr 2015;
Dragan;10 May 2015;
Dragi;12 Dec 2015;
Dusan;1 May 2015;
Dylan;29 Mar 2015;
Ebba;6 Mar 2015;
Ebbe;6 Mar 2015;
Ebbot;6 Mar 2015;
Ecio;26 Jun 2015;
Eddie;18 Mar 2015;
Edgar;31 Oct 2015;
Edit;31 Oct 2015;
Edla;10 Mar 2015;
Edmund;18 Mar 2015;
Edolf;28 Aug 2015;
Edvard;18 Mar 2015;
Edvin;11 Mar 2015;
Edvina;11 Mar 2015;
Eevi;12 Feb 2015;
Efe;4 Apr 2015;
Effie;26 Jun 2015;
Egon;11 Mar 2015;
Eila;26 Jan 2015;
Eilert;24 Oct 2015;
Einar;26 Sep 2015;
Eira;13 Nov 2015;
Eivor;8 Jun 2015;
Elaine;30 Sep 2015;
Elda;7 Jul 2015;
Eleah;30 Apr 2015;
Eleonora;11 Jul 2015;
Elfa;10 Jan 2015;
Elfrida;4 Aug 2015;
Elias;17 Apr 2015;
Elicia;19 Nov 2015;
Elin;31 Jul 2015;
Elina;25 Apr 2015;
Eline;31 Jul 2015;
Elis;17 Apr 2015;
Elisa;20 Sep 2015;
Elisabet;19 Nov 2015;
Elise;20 Sep 2015;
Elita;19 Feb 2015;
Ella;19 Feb 2015;
Elle;5 Mar 2015;
Ellen;18 Aug 2015;
Ellie;19 Nov 2015;
Ellika;4 Jul 2015;
Ellinor;11 Jul 2015;
Elliot;5 Jul 2015;
Elliott;17 Apr 2015;
Elly;18 Aug 2015;
Elma;31 Jan 2015;
Elmer;16 Jan 2015;
Elna;31 Jan 2015;
Elof;30 Jun 2015;
Elric;18 May 2015;
Elsa;30 Oct 2015;
Elselill;14 Mar 2015;
Elton;28 Feb 2015;
Elvina;14 Apr 2015;
Elvir;18 Jan 2015;
Elvira;1 Mar 2015;
Elvis;1 Mar 2015;
Elvy;1 Mar 2015;
Elwin;14 Oct 2015;
Elyon;10 May 2015;
Ema;23 Jul 2015;
Emanuel;26 Mar 2015;
Embla;14 Dec 2015;
Emelie;16 Jul 2015;
Emelina;13 Dec 2015;
Emida;14 Oct 2015;
Emik;2 Jan 2015;
Emil;14 Nov 2015;
Emili;16 Jul 2015;
Emilia;14 Nov 2015;
Emilli;25 Aug 2015;
Emily;16 Jul 2015;
Emina;27 Oct 2015;
Emma;23 Jul 2015;
Emma-Louise;9 Jul 2015;
Emmie;23 Jul 2015;
Emmy;23 Jul 2015;
Emrick;3 Aug 2015;
Emy;23 Jul 2015;
Enar;26 Sep 2015;
Engelbrekt;27 Apr 2015;
Engla;14 Sep 2015;
Ensi;25 May 2015;
Envidia;1 Aug 2015;
Enya;26 Apr 2015;
Enzo;27 Feb 2015;
Eowyn;7 Jul 2015;
Erhard;5 May 2015;
Erik;18 May 2015;
Erika;24 Jan 2015;
Erla;31 Mar 2015;
Erland;8 Jan 2015;
Erling;11 Oct 2015;
Ermira;3 Aug 2015;
Erna;2 Mar 2015;
Ernst;2 Mar 2015;
Ersan;7 Jul 2015;
Erwin;11 Mar 2015;
Esad;22 May 2015;
Esaias;6 Jul 2015;
Esbjörn;10 May 2015;
Eskil;12 Jun 2015;
Esmeralda;28 Mar 2015;
Essy;31 Mar 2015;
Estelle;15 Aug 2015;
Ester;31 Mar 2015;
Etta;22 Aug 2015;
Eugen;5 Nov 2015;
Eugenia;5 Nov 2015;
Eva;24 Dec 2015;
Evald;3 Oct 2015;
Evangeline;24 Dec 2015;
Evelin;12 Feb 2015;
Evelina;12 Feb 2015;
Eveline;12 Feb 2015;
Evert;24 Oct 2015;
Evin;7 Jun 2015;
Evy;12 Feb 2015;
Eyla;19 Jan 2015;
Eyup;16 Oct 2015;
Fabian;20 Jan 2015;
Fadi;10 Jun 2015;
Fanny;9 Feb 2015;
Farang;22 May 2015;
Farham;23 Aug 2015;
Farhoud;26 Oct 2015;
Farshad;17 Nov 2015;
Fatima;28 Aug 2015;
Felicia;14 Jan 2015;
Felicity;14 Jan 2015;
Felix;14 Jan 2015;
Ferdinand;3 Apr 2015;
Feride;3 Mar 2015;
Fernando;3 Apr 2015;
Figge;18 Jul 2015;
Filemon;8 Mar 2015;
Filip;2 May 2015;
Filippa;2 May 2015;
Findus;7 Oct 2015;
Fingal;27 Jun 2015;
Finn;16 Oct 2015;
Fins;14 Jan 2015;
Flamur;3 Oct 2015;
Flisa;5 Dec 2015;
Flora;12 Jul 2015;
Florence;13 Jan 2015;
Florentina;13 Jun 2015;
Florian;1 Oct 2015;
Folke;14 Jul 2015;
Franciska;9 Feb 2015;
Frank;4 Oct 2015;
Frans;4 Oct 2015;
Freddie;20 Aug 2015;
Freddy;18 Jul 2015;
Fredrik;18 Jul 2015;
Fredrika;19 Sep 2015;
Fredrique;11 Nov 2015;
Freedy;18 Jul 2015;
Frej;23 Jan 2015;
Freja;23 Jan 2015;
Frida;18 Feb 2015;
Frideborg;12 Jan 2015;
Fridolf;12 Jan 2015;
Fritiof;18 Feb 2015;
Fritz;18 Jul 2015;
Gabriel;24 Mar 2015;
Gabriella;19 Feb 2015;
Genevieve;5 Dec 2015;
Georg;23 Apr 2015;
Gerd;23 Mar 2015;
Gerda;23 Mar 2015;
Gerhard;24 Sep 2015;
Germund;19 Jun 2015;
Gert;24 Sep 2015;
Gertrud;17 Mar 2015;
Ghazal;25 Mar 2015;
Ghoncheh;2 May 2015;
Gibson;18 Jan 2015;
Gideon;8 Aug 2015;
Gilbert;16 Mar 2015;
Gina;8 Sep 2015;
Gisela;4 Sep 2015;
Gizmo;1 Dec 2015;
Glenn;22 Apr 2015;
Gloria;19 Jun 2015;
Golbarg;20 Oct 2015;
Gon;13 May 2015;
Gordon;15 Mar 2015;
Gottfrid;15 Dec 2015;
Gotthard;5 May 2015;
Grace;8 Sep 2015;
Gracie;6 Nov 2015;
Graeme;6 Sep 2015;
Greger;13 Mar 2015;
Grels;13 Mar 2015;
Greta;20 Jul 2015;
Gry;7 Jul 2015;
Guayarmina;29 Apr 2015;
Gudmar;3 Jun 2015;
Gudmund;2 Apr 2015;
Gudrun;24 Nov 2015;
Gun;1 Jun 2015;
Gun-Britt;3 Jun 2015;
Gunborg;3 Mar 2015;
Gunder;9 Jan 2015;
Gunhild;30 Jan 2015;
Gunilla;30 Jan 2015;
Gunnar;9 Jan 2015;
Gunnel;1 Jun 2015;
Gunvor;3 Mar 2015;
Gurli;28 Aug 2015;
Gustav;6 Jun 2015;
Guy;4 Feb 2015;
Göran;23 Apr 2015;
Görel;19 Jun 2015;
Gösta;6 Jun 2015;
Göta;27 Jan 2015;
Göte;27 Jan 2015;
Haddy;22 Jan 2015;
Hailey;22 Nov 2015;
Hakon;14 Jun 2015;
Halvar;14 May 2015;
Halvard;14 May 2015;
Hamona;5 Jan 2015;
Hampus;29 Aug 2015;
Hamta;15 Jan 2015;
Hamza;10 Nov 2015;
Hanan;3 Apr 2015;
Hanar;24 Oct 2015;
Hanene;3 Apr 2015;
Hani;28 Aug 2015;
Hanna;5 Jan 2015;
Hannah;5 Jan 2015;
Hanne;5 Jan 2015;
Hannele;5 Jan 2015;
Hannes;22 Aug 2015;
Hans;29 Aug 2015;
Happy;7 Jan 2015;
Harald;1 Apr 2015;
Harmony;1 Dec 2015;
Harriet;10 Oct 2015;
Harry;10 Oct 2015;
Hartanto;8 Jul 2015;
Hassan;3 Aug 2015;
Havanna;18 Jun 2015;
Hawkar;31 Jul 2015;
Hector;16 Jul 2015;
Hedda;22 Feb 2015;
Heddy;4 Jul 2015;
Hedvig;15 Oct 2015;
Heidi;5 Sep 2015;
Hektor;28 Oct 2015;
Helen;31 Jul 2015;
Helena;31 Jul 2015;
Helga;21 Nov 2015;
Helge;30 Sep 2015;
Helle;28 Apr 2015;
Helmer;16 Jan 2015;
Helmi;6 Apr 2015;
Helny;11 Sep 2015;
Hemi;6 Apr 2015;
Hemming;22 May 2015;
Henna;20 Jul 2015;
Henning;22 May 2015;
Henny;20 Aug 2015;
Henrietta;22 Aug 2015;
Henrik;19 Jan 2015;
Henrika;22 Aug 2015;
Henry;19 Jan 2015;
Herbert;16 Mar 2015;
Herman;12 Jul 2015;
Hermano;12 Jul 2015;
Hermela;15 Apr 2015;
Hermine;12 Jul 2015;
Hershey;12 Jan 2015;
Hervor;1 Apr 2015;
Hesam;20 Oct 2015;
Hessam;10 Dec 2015;
Hilda;18 Jan 2015;
Hilde;9 Jan 2015;
Hildegard;17 Sep 2015;
Hilding;21 Feb 2015;
Hildur;18 Jan 2015;
Hilla;20 Jun 2015;
Hillevi;15 Oct 2015;
Hilm;1 May 2015;
Hilma;1 May 2015;
Hjalmar;16 Jan 2015;
Hjördis;3 Feb 2015;
Holger;30 Mar 2015;
Hollie;14 Feb 2015;
Holmfrid;30 Mar 2015;
Hubert;3 Nov 2015;
Hugo;3 Nov 2015;
Hulda;8 Sep 2015;
Hussein;22 May 2015;
Hülya;10 Oct 2015;
Håkan;14 Jun 2015;
Hästarina;20 Apr 2015;
Iann;8 Dec 2015;
Ida;14 Sep 2015;
Idi;26 Mar 2015;
Idil;14 Dec 2015;
Idun;6 Dec 2015;
Igbal;10 Jul 2015;
Ika;4 Jul 2015;
Ildikó;10 Mar 2015;
Ilir;3 Jul 2015;
Ilona;18 Nov 2015;
Ilyaz;19 Jan 2015;
Iman;24 Jan 2015;
Imane;9 Oct 2015;
Imogen;6 Nov 2015;
Ina;20 May 2015;
Inanna;18 Feb 2015;
Indica;20 Apr 2015;
Inez;6 Aug 2015;
Inga;25 Oct 2015;
Ingalill;25 Oct 2015;
Inge;11 Feb 2015;
Ingeborg;28 May 2015;
Ingegerd;7 Nov 2015;
Ingela;7 Nov 2015;
Ingemar;3 Jun 2015;
Ingemo;23 Mar 2015;
Ingemund;2 Apr 2015;
Inger;9 Oct 2015;
Ingolf;10 Apr 2015;
Ingrid;9 Oct 2015;
Ingvar;10 Apr 2015;
Ingvor;10 Apr 2015;
Inka;12 Oct 2015;
Irene;5 Apr 2015;
Irina;5 Apr 2015;
Iris;10 Feb 2015;
Irja;5 Apr 2015;
Irma;7 Apr 2015;
Irmelin;7 Apr 2015;
Isa;15 Jan 2015;
Isabell;30 Oct 2015;
Isabella;30 Oct 2015;
Isak;19 Dec 2015;
Isatou;15 Jan 2015;
IsIs;15 Nov 2015;
Isola;7 Jul 2015;
Israel;20 Dec 2015;
Isse;19 Jan 2015;
Ivan;24 May 2015;
Ivar;31 Jan 2015;
Izabel;30 Oct 2015;
Izbelle;30 Oct 2015;
Izza;30 Oct 2015;
Jabril;25 Jan 2015;
Jacinda;15 Jun 2015;
Jack;2 Jun 2015;
Jacqueline;15 Nov 2015;
Jade;28 Apr 2015;
Jake;25 Jul 2015;
Jakob;25 Jul 2015;
Jamal;8 Nov 2015;
James;12 May 2015;
Jamie;12 May 2015;
Jan;11 Jan 2015;
Jan-Robin;30 Oct 2015;
Jana;11 Jan 2015;
Jane;3 May 2015;
Janeth;21 Dec 2015;
Janice;7 Jan 2015;
Janika;15 Nov 2015;
Janina;6 Oct 2015;
Janna;31 May 2015;
Jannika;1 Aug 2015;
Jannike;11 Jan 2015;
Jarl;11 Oct 2015;
Jasella;5 Feb 2015;
Jasmin;26 Jul 2015;
Jasmina;26 Jul 2015;
Jasmine;26 Jul 2015;
Jasminereala;9 Apr 2015;
Jason;10 Jun 2015;
Jax;20 Jan 2015;
Jaxon-Lee;16 Nov 2015;
Jazz;1 May 2015;
Jeanette;29 May 2015;
Jemima;7 Feb 2015;
Jenetiv;31 Dec 2015;
Jenna;6 Nov 2015;
Jenni;6 Oct 2015;
Jennie;6 Oct 2015;
Jenniefer;6 Oct 2015;
Jennifer;6 Oct 2015;
Jenny;6 Oct 2015;
Jens;29 Mar 2015;
Jerk;28 Aug 2015;
Jerry;14 Jan 2015;
Jesper;26 Jul 2015;
Jesse;5 May 2015;
Jessika;6 Jul 2015;
Jette;29 May 2015;
Jill;10 Jul 2015;
Jim;5 Oct 2015;
Jimmy;5 Oct 2015;
Joakim;20 Mar 2015;
Joanna;21 Jan 2015;
Joar;31 Jan 2015;
Joel;13 Jul 2015;
Joelly;12 Jul 2015;
Johan;27 Dec 2015;
Johanna;21 Jul 2015;
Johannes;27 Dec 2015;
John;3 May 2015;
Jolanta;15 Jun 2015;
Joline;5 Dec 2015;
Jon;21 Aug 2015;
Jona;20 Dec 2015;
Jonas;29 Mar 2015;
Jonatan;22 Dec 2015;
Jonathan;22 Dec 2015;
Jonina;13 May 2015;
Jonna;21 Aug 2015;
Jonny;12 Jun 2015;
Joppe;17 Dec 2015;
Jordan;31 Jul 2015;
Jorun;13 Jul 2015;
Josef;19 Mar 2015;
Josefin;19 Mar 2015;
Josefina;19 Mar 2015;
Josefine;19 Jan 2015;
Joseph;24 Dec 2015;
Josephine;19 Mar 2015;
Joshua;21 Nov 2015;
Jossi;29 Jan 2015;
Jouko;14 Dec 2015;
Joy;21 Feb 2015;
Judit;13 Jul 2015;
Juhani;24 Jun 2015;
Jul;1 Jul 2015;
Jula;16 Feb 2015;
Julan;16 Jan 2015;
Julana;16 Feb 2015;
Jule;16 Jan 2015;
Julus;16 Feb 2015;
Jun;1 Jun 2015;
Junor;26 Sep 2015;
Justina;2 Sep 2015;
Justus;2 Sep 2015;
Juwser;20 Jun 2015;
Jöns;29 Mar 2015;
Jörgen;9 Jul 2015;
Jörgi;9 Jul 2015;
Kailyn;22 Mar 2015;
Kaj;13 Aug 2015;
Kajsa;2 Aug 2015;
Kajsa-Lena;2 Aug 2015;
Kaleb;20 Feb 2015;
Kali;20 Apr 2015;
Kamel;23 Nov 2015;
Kanya;8 Jun 2015;
Kardo;20 Oct 2015;
Karen;2 Aug 2015;
Kari;11 Jan 2015;
Karin;2 Aug 2015;
Karl;28 Jan 2015;
Karla;28 Jan 2015;
Karna;15 Apr 2015;
Karolina;20 May 2015;
Karoline;20 May 2015;
Kasandra;4 Jun 2015;
Kasper;6 Jan 2015;
Kaspian;22 Jun 2015;
Katalin;25 Nov 2015;
Katarina;25 Nov 2015;
Kathleen;18 Jan 2015;
Katja;25 Nov 2015;
Katrin;25 Nov 2015;
Katrina;25 Nov 2015;
Kawai;25 May 2015;
Kay;17 Nov 2015;
Kaysa;23 Dec 2015;
Kazhan;10 Mar 2015;
Kelly;23 Jul 2015;
Kenji;31 Mar 2015;
Kennet;22 Mar 2015;
Kent;22 Mar 2015;
Kerry;7 May 2015;
Kerstin;24 Jul 2015;
Kevin;7 Sep 2015;
Khoudia;1 Mar 2015;
Kian;13 Jun 2015;
Kiana;1 Mar 2015;
Kidora;1 Jan 2015;
Killian;30 Oct 2015;
Kim;20 Mar 2015;
Kimberly;25 Feb 2015;
Kira;12 Mar 2015;
Kjell;8 Jul 2015;
Klabbe;19 Jan 2015;
Klara;12 Aug 2015;
Klas;7 Jul 2015;
Klemens;23 Nov 2015;
Knut;13 Jan 2015;
Konrad;12 Nov 2015;
Konstantin;21 May 2015;
Kornelia;1 Apr 2015;
Kotten;7 Apr 2015;
Kov;19 Apr 2015;
Krister;13 Nov 2015;
Kristian;13 Nov 2015;
Kristin;24 Jul 2015;
Kristina;24 Jul 2015;
Kristoffer;15 Mar 2015;
Krut;19 Aug 2015;
Kurt;12 Nov 2015;
Labolina;17 Jan 2015;
Lage;27 Feb 2015;
Laila;5 Jul 2015;
Laleh;27 Sep 2015;
Lara;28 Feb 2015;
Lars;10 Aug 2015;
Laura;15 Jan 2015;
Laurencia;28 Oct 2015;
Lava;4 Jan 2015;
Lavér;1 Dec 2015;
Lavibelle;13 Apr 2015;
Lavida;6 Oct 2015;
Lavin;10 Oct 2015;
Lavinia;30 Apr 2015;
Layla;5 Jul 2015;
Le;31 Aug 2015;
Lea;26 Jun 2015;
Leah;17 Sep 2015;
Leanne;20 Nov 2015;
Lee;13 May 2015;
Leelo;20 Aug 2015;
Legolas;6 Apr 2015;
Lei;12 Sep 2015;
Leif;30 Jun 2015;
Leija;5 Mar 2015;
Leila;28 Aug 2015;
Lejla;3 Jul 2015;
Leksis;12 Dec 2015;
Lena;18 Aug 2015;
Lenita;25 Dec 2015;
Lennart;28 Sep 2015;
Lenore;31 Mar 2015;
Leo;28 Jun 2015;
Leon;15 Dec 2015;
Leona;15 Dec 2015;
Leonard;28 Sep 2015;
Leonell;3 May 2015;
Leonen;13 Nov 2015;
Leonita;15 Apr 2015;
Leopold;15 Nov 2015;
Levi;19 Aug 2015;
Levina;15 Dec 2015;
Lexie;17 Feb 2015;
Li;20 Jun 2015;
Li;13 Dec 2015;
Lia;1 Jun 2015;
Liah;28 Oct 2015;
Liam;1 Sep 2015;
Lias;12 Sep 2015;
Lilian;6 Sep 2015;
Lilith;5 Feb 2015;
Lilja;29 Aug 2015;
Lillanie;13 May 2015;
Lillemor;18 Nov 2015;
Lilly;6 Sep 2015;
Lilou;26 Feb 2015;
Liloz;6 Jun 2015;
Lily;6 Sep 2015;
Limosa;18 Jul 2015;
Lina;20 May 2015;
Linda;20 Jun 2015;
Lindis;20 May 2015;
Lindsay;6 Mar 2015;
Line;7 Sep 2015;
Linette;1 May 2015;
Linn;13 May 2015;
Linnea;13 May 2015;
Linus;26 Nov 2015;
Lionel;3 May 2015;
